local_government_code,postal_code_5digit,postal_code_7digit,prefecture_kana,address1_kana,address2_kana,prefecture_kanji,address1_kanji,address2_kanji,is_address2_has_multiple_postal_code,is_address2_has_multiple_sublocality,is_address2_includes_chome,is_postal_code_has_multiple_address2,updated_type,updated_reason_type
47213,90423,9042301,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ﾖﾅｼﾛﾃﾙﾏ,沖縄県,うるま市,与那城照間,0,0,0,0,0,0
47213,90423,9042302,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ﾖﾅｼﾛﾆｼﾊﾗ,沖縄県,うるま市,与那城西原,0,0,0,0,0,0
47213,90423,9042303,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ﾖﾅｼﾛ,沖縄県,うるま市,与那城,0,0,0,0,0,0
47213,90423,9042304,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ﾖﾅｼﾛﾔｹﾅ,沖縄県,うるま市,与那城屋慶名,0,0,0,0,0,0
47213,90423,9042305,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ﾖﾅｼﾛﾁｭｳｵｳ,沖縄県,うるま市,与那城中央,0,0,0,0,0,0
47213,90423,9042306,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ﾖﾅｼﾛｱｾﾘ,沖縄県,うるま市,与那城安勢理,0,0,0,0,0,0
47213,90423,9042307,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ﾖﾅｼﾛﾉﾍﾝ,沖縄県,うるま市,与那城饒辺,0,0,0,0,0,0
47213,90423,9042311,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ｶﾂﾚﾝﾊｴﾊﾞﾙ,沖縄県,うるま市,勝連南風原,0,0,0,0,0,0
47213,90423,9042312,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ｶﾂﾚﾝﾍﾝﾅ,沖縄県,うるま市,勝連平安名,0,0,0,0,0,0
47213,90423,9042313,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ｶﾂﾚﾝｳﾁﾏ,沖縄県,うるま市,勝連内間,0,0,0,0,0,0
47213,90423,9042314,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ｶﾂﾚﾝﾍｼｷﾔ,沖縄県,うるま市,勝連平敷屋,0,0,0,0,0,0
47213,90423,9042315,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ｶﾂﾚﾝﾊﾏ,沖縄県,うるま市,勝連浜,0,0,0,0,0,0
47213,90423,9042316,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ｶﾂﾚﾝﾋｶﾞ,沖縄県,うるま市,勝連比嘉,0,0,0,0,0,0
47213,90423,9042317,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,ｶﾂﾚﾝﾂｹﾝ,沖縄県,うるま市,勝連津堅,0,0,0,0,0,0
