local_government_code,postal_code_5digit,postal_code_7digit,prefecture_kana,address1_kana,address2_kana,prefecture_kanji,address1_kanji,address2_kanji,is_address2_has_multiple_postal_code,is_address2_has_multiple_sublocality,is_address2_includes_chome,is_postal_code_has_multiple_address2,updated_type,updated_reason_type
13228,190  ,1900100,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ,東京都,あきる野市,以下に掲載がない場合,0,0,0,1,0,0
13305,19001,1900100,ﾄｳｷｮｳﾄ,ﾆｼﾀﾏｸﾞﾝﾋﾉﾃﾞﾏﾁ,ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ,東京都,西多摩郡日の出町,以下に掲載がない場合,0,0,0,1,0,0
13228,19001,1900141,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ﾖｺｻﾜ,東京都,あきる野市,横沢,0,0,0,0,0,0
13228,19001,1900142,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｲﾅ,東京都,あきる野市,伊奈,0,0,0,0,0,0
13228,19001,1900143,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｳｴﾉﾀﾞｲ,東京都,あきる野市,上ノ台,0,0,0,0,0,0
13228,19001,1900144,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ﾔﾏﾀﾞ,東京都,あきる野市,山田,0,0,0,0,0,0
13228,19001,1900151,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｺﾜﾀﾞ,東京都,あきる野市,小和田,0,0,0,0,0,0
13228,19001,1900152,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ﾄﾄﾊﾗ,東京都,あきる野市,留原,0,0,0,0,0,0
13228,19001,1900153,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｺﾐﾈﾀﾞｲ,東京都,あきる野市,小峰台,0,0,0,0,0,0
13228,19001,1900154,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ﾀｶｵ,東京都,あきる野市,高尾,0,0,0,0,0,0
13228,19001,1900155,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｱｼﾞﾛ,東京都,あきる野市,網代,0,0,0,0,0,0
13228,19001,1900161,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｲﾘﾉ,東京都,あきる野市,入野,0,0,0,0,0,0
13228,19001,1900162,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｻﾝﾅｲ,東京都,あきる野市,三内,0,0,0,0,0,0
13228,19001,1900163,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ﾀﾃﾔ,東京都,あきる野市,舘谷,0,0,0,0,0,0
13228,19001,1900164,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｲﾂｶｲﾁ,東京都,あきる野市,五日市,0,0,0,0,0,0
13228,19001,1900165,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｺﾅｶﾉ,東京都,あきる野市,小中野,0,0,0,0,0,0
13228,19001,1900166,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ﾀﾃﾔﾀﾞｲ,東京都,あきる野市,舘谷台,0,0,0,0,0,0
13228,19001,1900171,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ﾖｳｻﾞﾜ,東京都,あきる野市,養沢,0,0,0,0,0,0
13228,19001,1900172,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ﾌｶｻﾜ,東京都,あきる野市,深沢,0,0,0,0,0,0
13228,19001,1900173,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ﾄｸﾗ,東京都,あきる野市,戸倉,0,0,0,0,0,0
13228,19001,1900174,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,ｵﾂ,東京都,あきる野市,乙津,0,0,0,0,0,0
13305,19001,1900181,ﾄｳｷｮｳﾄ,ﾆｼﾀﾏｸﾞﾝﾋﾉﾃﾞﾏﾁ,ｵｵｸﾞﾉ,東京都,西多摩郡日の出町,大久野,0,0,0,0,0,0
13305,19001,1900182,ﾄｳｷｮｳﾄ,ﾆｼﾀﾏｸﾞﾝﾋﾉﾃﾞﾏﾁ,ﾋﾗｲ,東京都,西多摩郡日の出町,平井,0,0,0,0,0,0
